,absolutely,adapter,advertised,alright,amazing,android,anker,anti,apple,apply,armor,attractive,audio,awesome,backup,bad,basic,batteries,battery,beat,beautiful,best,better,big,bit,black,blue,bluetooth,bought,box,broke,bubbles,built,bulk,bulky,buttons,buy,cable,cables,came,capacity,car,case,cases,cell,charge,charger,chargers,charges,charging,cheap,clear,color,colors,combo,comfortable,commuter,compact,convenient,cool,cord,cost,cover,covers,customer,cute,day,deal,decent,defender,described,design,designed,device,devices,did,didn,disappointed,dock,does,doesn,don,dont,dual,durable,ear,easily,easy,effective,exactly,excellent,expected,expensive,external,extra,fake,fantastic,far,fast,favorite,feel,feels,finally,fine,fit,fits,flip,functional,galaxy,genuine,gets,gift,glare,good,got,great,grip,hands,handy,happy,hard,hate,hd,headphones,headset,heavy,high,highly,holder,holster,horrible,htc,hybrid,idea,impressed,inexpensive,install,ipad,iphone,issues,item,job,junk,just,lg,life,light,like,little,long,look,looking,looks,lot,lots,love,loved,loves,low,mah,makes,market,matte,micro,mini,mirror,mobile,money,months,motorola,mount,need,needed,needs,new,nexus,nice,note,oem,ok,okay,ordered,original,otter,otterbox,outstanding,overall,owned,pack,pay,pen,perfect,perfectly,phone,phones,pink,plantronics,plastic,plug,poor,port,portable,ports,power,powerful,premium,pretty,price,problem,problems,product,products,protect,protection,protective,protector,protectors,protects,purchase,purchased,quality,quick,quickly,quite,read,real,really,recommend,recommended,reliable,replacement,review,right,rugged,samsung,satisfied,saver,says,scratches,screen,second,series,service,set,short,simple,size,sleek,slim,slippery,small,solid,solution,sound,spigen,star,stars,strong,sturdy,style,stylish,stylus,super,sure,tablet,tech,terrible,thing,thought,time,touch,tough,travel,trent,tried,usb,use,used,useful,using,value,ve,wall,want,wanted,waste,way,white,wife,wireless,wonderful,work,worked,working,works,worth,wow,wrong,year,yes
41,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,1,5,3,0,1,1,2,0,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
42,0,1,1,0,4,0,0,0,0,0,0,0,9,12,0,5,0,0,7,0,0,30,11,0,2,3,2,51,5,0,3,0,0,0,0,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,12,0,0,1,2,2,0,0,0,2,0,2,0,2,0,0,5,1,1,0,0,2,0,0,3,0,2,0,0,1,3,0,5,0,0,15,2,0,0,0,0,4,6,0,0,0,0,3,1,0,2,0,1,0,0,0,2,0,41,2,84,0,2,1,1,0,1,0,28,60,0,2,3,0,0,0,1,0,2,0,0,0,1,6,0,1,1,0,7,21,6,0,9,2,3,1,2,0,0,0,38,0,2,0,0,1,4,0,1,0,0,0,3,3,0,0,1,1,1,0,0,7,0,0,4,2,0,0,0,0,0,0,5,0,0,0,8,0,6,3,0,0,0,1,6,0,0,0,0,0,0,5,6,1,0,23,0,0,0,0,0,0,0,0,1,11,0,0,0,0,1,6,0,3,0,0,3,2,0,1,2,0,2,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,18,0,1,1,2,0,0,0,0,1,0,0,1,1,1,0,1,0,0,1,0,0,1,12,6,1,0,3,9,0,2,1,0,1,3,1,11,1,4,0,2,16,1,5,0,4,0
43,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,3,0,0,1,1,0,1,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,2,2,0,0,0,0,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,8,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,5,0,2,0,1,0,3,2,0,1,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3,0,0,4,1,0,0,0,0,0,0,0,4,1,1,3,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,0,6,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,0,1,0,2,20,1,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,6,1,0,7,2,0,0,0,0
44,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,2,1,0,5,1,0,3,1,0,1,1,0,14,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,4,0,1,1,0,0,3,1,2,0,0,0,2,0,4,0,0,7,0,0,0,0,1,0,4,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,13,1,25,0,0,0,0,1,0,0,0,18,0,0,0,0,0,2,1,0,0,0,1,0,0,2,0,1,1,0,4,0,4,2,0,1,0,0,0,0,0,0,8,1,2,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,10,0,1,3,3,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,11,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,1,0,2,1,0,18,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,2,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,2,0,1,2,1,1,19,1,0,1,0,0
45,0,0,0,1,0,0,0,0,3,0,0,1,0,7,0,2,0,0,0,0,2,4,0,0,0,18,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,87,1,0,0,1,0,0,0,12,0,7,0,0,0,0,0,0,4,0,0,23,0,0,10,1,2,3,0,0,1,0,0,0,0,0,1,0,2,0,1,1,0,1,0,1,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,1,1,3,0,0,0,0,0,3,0,37,0,40,0,0,0,3,1,0,0,0,0,0,1,0,0,1,2,0,0,0,1,0,0,0,25,0,0,2,0,3,0,0,0,5,3,0,2,5,9,0,0,28,4,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,27,0,0,11,6,0,0,0,0,0,1,0,0,2,0,8,0,10,0,6,0,1,0,5,0,0,0,0,0,0,6,5,1,0,8,1,0,1,1,0,0,1,0,1,8,1,0,0,0,0,1,0,0,0,0,1,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,5,0,4,2,1,0,1,1,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0,0,4,2,0,0,0,1
46,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,3,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,1,1,1,0,0,0,0,0,0,1,1,2,3,0,0,0,0,1,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,14,1,27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12,2,0,3,1,0,4,0,0,0,7,2,0,0,1,0,2,0,6,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,2,9,0,0,4,0,0,0,0,0,0,1,0,0,1,4,2,0,1,1,0,0,2,1,1,0,0,0,0,0,0,1,5,0,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,38,2,0,2,0,0,0,0,0,1,0,0,0,1,0,2,0,1,1,2,0,0,0,0,0,1,0,0,0,0,3,1,0,24,2,0,1,0,1
47,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,1,0,0,2,2,3,1,0,0,2,2,0,0,0,0,0,0,0,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,14,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,1,5,1,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,23,0,59,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,2,0,2,0,0,6,0,0,1,2,3,4,0,0,0,0,1,18,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,1,0,1,1,14,1,0,5,3,0,0,0,0,0,0,0,1,2,4,4,0,2,0,2,0,0,0,2,0,0,0,0,0,0,3,19,0,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,3,0,1,0,1,1,0,0,0,1,0,0,0,2,0,0,1,19,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,65,2,0,3,0,0,0,0,0,4,0,0,0,0,0,5,0,3,0,6,0,0,0,1,1,0,0,0,0,2,10,0,0,6,2,1,1,0,0
48,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,19,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,9,1,25,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,12,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,3,1,0,0,0,0,0,0,0,1,1,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1
49,1,0,0,0,2,0,0,0,0,0,0,0,1,2,0,1,0,0,2,0,0,12,5,2,0,1,1,31,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,1,0,1,0,0,0,0,1,0,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,4,0,2,0,1,7,0,0,0,0,0,1,4,0,1,0,0,3,0,2,1,0,0,1,0,0,0,0,14,2,26,0,1,0,1,1,0,0,0,39,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,0,1,4,2,0,2,1,0,1,0,7,0,0,1,0,0,0,0,1,0,0,0,2,1,12,1,0,0,0,0,0,5,0,0,3,0,0,0,0,0,1,0,0,0,0,0,3,1,1,2,0,1,0,0,3,0,0,0,0,0,0,3,2,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,3,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,2,1,0,6,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,8,3,1,1,0,5,0,0,0,1,0,0,1,0,0,1,1,0,6,2,2,0,0,0
50,0,2,4,0,0,2,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,6,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,1,0,0,9,1,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,5,0,8,0,0,0,1,3,2,0,0,2,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,15,2,6,0,0,1,0,0,0,0,0,0,0,0,1,0,4,3,2,1,0,0,0,1,0,0,0,0,0,0,0,2,7,0,1,2,1,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0,0,0,3,0,1,0,0,1,0,0,1,0,0,3,1,0,3,1,3,0,0,0,0,1,0,0,0,0,0,5,0,0,54,0,0,0,0,1
51,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,5,2,0,9,0,1,21,7,0,1,2,4,43,6,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,0,1,5,0,0,0,17,0,0,0,1,0,0,0,0,0,0,1,0,3,0,0,3,1,5,1,1,1,0,0,4,0,2,0,0,0,4,0,7,0,1,9,1,0,0,0,0,3,7,0,1,1,0,1,2,1,0,0,3,1,0,0,1,0,41,2,68,0,2,0,0,0,0,0,0,44,0,0,1,1,0,2,0,0,0,0,1,0,1,6,2,0,0,2,1,0,8,1,5,3,3,0,0,0,0,0,11,2,2,1,0,0,0,0,0,0,0,0,6,2,1,0,0,1,1,1,1,15,0,0,6,5,1,0,0,0,0,0,3,0,0,0,7,0,3,2,0,16,0,0,2,0,0,0,0,0,0,4,19,0,2,13,0,0,0,0,0,0,0,0,1,13,0,0,0,0,1,3,2,0,2,2,1,2,0,1,1,0,0,0,0,1,0,0,3,0,1,0,0,0,0,4,3,0,15,0,1,5,0,0,0,1,0,1,0,0,0,1,1,0,3,0,1,0,0,1,0,8,1,0,0,8,3,0,0,0,1,2,0,2,0,0,3,2,1,26,1,1,0,0,0
52,1,0,0,0,3,0,0,0,2,0,0,0,1,5,0,4,0,0,0,0,3,2,1,0,1,2,0,0,1,0,3,0,0,0,0,0,4,0,0,1,0,0,49,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,9,0,0,2,0,3,1,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,1,1,0,1,1,0,2,0,0,1,0,2,0,1,0,0,0,2,1,5,0,0,0,0,0,1,0,25,3,25,0,0,0,3,5,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,17,0,3,0,0,4,0,0,0,5,2,1,7,6,19,0,0,17,6,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,17,0,0,10,7,0,0,0,0,0,1,0,0,1,0,3,1,3,0,0,0,3,0,2,0,0,0,0,0,3,4,9,0,0,10,0,1,4,1,0,0,1,0,0,3,0,0,0,0,2,5,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,2,6,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
53,0,1,0,0,3,0,7,0,1,0,0,0,0,3,9,3,0,0,23,0,0,6,1,0,0,0,0,0,2,2,0,0,0,0,0,0,4,1,0,0,2,0,0,0,0,8,16,0,3,2,0,0,1,0,0,0,0,5,4,5,0,0,0,0,4,0,1,2,0,0,0,2,1,6,1,0,0,0,0,6,2,0,0,0,0,0,1,0,0,2,8,1,0,6,1,0,3,3,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,23,1,39,0,0,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,3,0,1,1,4,5,1,0,1,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,5,0,0,0,1,0,0,0,0,0,1,0,7,0,0,1,0,1,0,0,0,0,1,0,0,9,0,10,2,0,0,2,0,1,16,2,0,0,0,0,0,0,0,0,7,2,0,0,0,0,3,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,5,0,0,0,2,1,0,0,3,1,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,1,1,1,0,0,2,0,0,1,1,0,3,0,2,0,0,1,0,0,0,0,0,1,0,2,0,1,19,1,1,0,0,0
54,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,4,8,0,1,0,0,0,0,0,3,39,2,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,1,0,1,0,13,0,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,4,0,1,0,2,3,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,1,0,8,0,2,0,1,0,2,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,1,0,1,2,1,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,12,1,1,1,0,0,0,6,0,0,0,0,0,0,0,1,3,1,0,26,0,0,0,0,0
55,1,0,5,1,7,1,0,0,0,0,0,0,2,10,0,3,0,0,9,3,0,10,2,2,0,0,0,23,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,5,0,0,0,2,0,2,0,0,1,0,0,1,7,0,0,2,0,1,0,2,2,0,0,3,0,1,0,0,0,1,0,6,0,2,7,1,1,0,0,0,3,6,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,45,0,63,0,0,1,1,0,0,1,38,10,0,1,0,0,0,1,0,0,0,0,3,0,0,1,2,2,0,0,1,0,8,4,5,2,4,1,1,0,0,0,5,1,2,2,0,1,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,11,0,0,3,1,1,0,0,0,0,2,1,0,0,0,5,1,1,0,0,0,0,0,3,0,0,0,0,0,0,7,34,1,0,7,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,1,5,1,0,1,0,0,0,3,1,0,27,0,1,3,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,3,0,2,0,6,2,0,0,1,0,0,0,0,5,0,6,0,3,18,2,0,1,1,0
56,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,38,1,2,0,0,0,0,0,4,0,8,0,0,0,0,0,0,1,0,0,5,0,0,14,2,1,1,0,1,0,0,0,0,0,0,1,0,2,1,1,0,0,1,0,0,0,0,2,0,3,0,0,0,0,0,1,1,0,1,0,0,1,2,1,0,0,0,0,0,2,0,14,1,19,0,0,0,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,4,0,0,1,0,2,0,0,0,6,0,2,1,0,4,1,0,27,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,5,0,0,8,6,2,0,0,0,0,0,0,0,1,0,1,0,5,0,25,0,0,0,1,0,0,0,0,0,0,5,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,4,0,1,1,1,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0
57,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,2,6,2,0,0,0,1,0,0,1,0,0,0,1,3,0,3,0,0,0,0,0,66,1,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,2,0,0,7,0,1,0,0,0,1,1,0,1,1,0,0,2,8,1,0,1,8,0,2,0,0,15,0,36,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,0,1,3,1,0,1,3,0,0,13,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12,1,0,0,0,0,0,1,4,0,0,0,0,0,0,11,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,10,2,0,0,1,1,0,4,0,0,0,0,0,2,1,0,0,1,1,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,1,1,3,0,1,0,0,0,3,1,0,6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,2,0,0,0,0,2,0,2,1,0,0,0,0
58,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,2,38,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,2,1,2,0,0,1,0,0,0,2,0,0,0,0,1,1,1,0,0,9,4,0,0,0,8,1,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,5,0,2,1,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,1,1,0,0,0,2,0,2,0,0,0,6,3,0,0,5,0,0,0,0,0,0,0,0,3,1,5,0,0,0,0,1,1,0,0,0,0,0,0,0,4,2,1,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,3,1,0,0,1,4,1,0,0,11,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,10,1,0,2,2,0
59,0,1,1,0,0,0,9,0,0,0,0,0,0,4,2,0,0,0,9,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,2,18,0,1,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,2,0,1,0,0,0,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,4,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,7,0,21,0,0,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,2,0,1,7,0,0,0,0,0,0,7,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,2,0,0,0,0,0,0,0,6,0,7,1,0,0,1,0,0,8,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,7,1,0,0,0,0
60,0,1,1,0,0,0,5,0,1,0,0,0,0,5,3,1,0,1,13,0,0,2,1,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,5,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,1,1,0,0,3,3,0,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8,1,25,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,3,6,0,0,0,3,0,0,0,0,0,0,1,0,2,0,0,1,1,0,1,0,2,0,0,2,0,0,0,0,0,0,1,0,3,0,0,3,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,3,0,0,13,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,8,0,0,0,1,0
61,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,1,1,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,10,0,19,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,1,0,0,0,0,0,6,2,0,0,1,2,2,0,8,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,2,1,0,1,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,4,0,1,4,0,1,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,1,6,2,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,3,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
